pga_stat_name,pga_stat_id,pga_tourn_id,pga_season_id,RANK_THIS_WEEK,RANK_LAST_WEEK,PLAYER_NAME,ROUNDS,%,GREENS_HIT,#_HOLES,RELATIVE/PAR
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,26,42,Adam Hadwin,98,55.1,38,69,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T27,T30,Chris Stroud,67,54.8,17,31,-6.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T27,T30,Seamus Power,86,54.8,34,62,-9.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T29,T32,Matt Jones,64,54.7,29,53,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T29,T32,Ollie Schniederjans,92,54.7,41,75,-5.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T29,T38,Charley Hoffman,112,54.7,47,86,-6.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,32,34,Sean O'Hair,84,54.5,42,77,-9.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T33,T35,Aaron Baddeley,61,54.3,25,46,-6.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T33,T35,Charl Schwartzel,63,54.3,25,46,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T35,T38,Nick Watney,75,54.2,39,72,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T35,T38,Bryce Molder,74,54.2,32,59,-9.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,37,28,Russell Henley,99,54.0,34,63,-8.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,38,43,Cameron Smith,86,53.5,38,71,-7.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,39,29,Webb Simpson,102,53.4,39,73,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,40,T81,Gary Woodland,94,53.3,24,45,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T41,T45,Louis Oosthuizen,69,53.2,25,47,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T41,T45,Jonas Blixt,74,53.2,25,47,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,43,47,Scott Brown,95,53.0,35,66,-6.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,44,48,William McGirt,89,52.9,36,68,-7.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,45,50,J.J. Spaun,92,52.7,29,55,-6.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,46,51,Morgan Hoffmann,92,52.6,41,78,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T47,44,Paul Casey,94,52.4,33,63,-9.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T47,52,Vaughn Taylor,90,52.4,33,63,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,49,41,Jordan Spieth,85,52.3,34,65,-9.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,50,53,Hunter Mahan,73,52.1,25,48,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,51,54,Andres Gonzales,73,51.9,27,52,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T52,T55,Whee Kim,74,51.8,29,56,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T52,T55,Geoff Ogilvy,80,51.8,29,56,-6.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T54,T57,Michael Kim,94,51.7,46,89,-11.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T54,T57,Martin Laird,83,51.7,31,60,-7.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,56,59,Greg Chalmers,75,51.6,32,62,-12.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T57,T60,Retief Goosen,52,51.4,19,37,-7.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T57,T60,Luke List,102,51.4,37,72,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T57,T60,Rory McIlroy,51,51.4,18,35,-6.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T57,T60,Kevin Tway,96,51.4,36,70,-6.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,61,64,Brandt Snedeker,53,51.3,20,39,-7.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T62,T65,Brett Drewitt,57,51.2,21,41,-5.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T62,T65,Charles Howell III,86,51.2,43,84,-7.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,64,16,Dustin Johnson,77,51.1,24,47,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,65,68,Luke Donald,50,51.0,26,51,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,66,69,Wesley Bryan,95,50.9,29,57,-11.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,67,T90,Jon Rahm,90,50.8,32,63,-9.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,68,T92,Tony Finau,106,50.6,45,89,-12.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,69,T65,Patrick Reed,107,50.5,46,91,-14.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T70,T70,Russell Knox,75,50.0,19,38,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T70,T70,Keegan Bradley,104,50.0,29,58,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T70,T70,Harold Varner III,101,50.0,43,86,-6.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T70,T70,Si Woo Kim,80,50.0,32,64,-8.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T70,T70,Rick Lamb,54,50.0,12,24,E
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T70,T70,J.T. Poston,95,50.0,39,78,-6.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T70,49,Jason Day,71,50.0,20,40,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T77,T77,Ryan Blaum,100,49.3,34,69,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T77,T77,Ben Martin,86,49.3,34,69,-7.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T77,79,Matt Kuchar,95,49.3,33,67,-8.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,80,80,Billy Hurley III,80,49.0,25,51,-8.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T81,T81,Jason Kokrak,95,48.7,38,78,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T81,T81,Brian Campbell,55,48.7,19,39,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T83,T84,Derek Fathauer,81,48.6,34,70,-14.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T83,T84,Daniel Summerhays,100,48.6,36,74,-10.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T85,T86,Danny Lee,93,48.5,32,66,-7.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T85,T86,Zac Blair,105,48.5,33,68,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,87,T88,Cody Gribble,79,48.4,30,62,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,88,T90,Byeong Hun An,77,48.3,29,60,-8.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,89,T92,Troy Merritt,82,48.2,27,56,-5.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T90,T94,Anirban Lahiri,72,48.1,26,54,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T90,T94,Ryan Brehm,83,48.1,25,52,-6.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T90,T94,Ben Crane,86,48.1,25,52,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T93,98,Jim Herman,77,48.0,24,50,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T93,T70,Xander Schauffele,96,48.0,24,50,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,95,99,Kevin Streelman,90,47.9,34,71,-7.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,96,100,David Lingmerth,79,47.6,30,63,-9.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,97,101,Ryan Palmer,61,47.5,19,40,-6.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T98,T102,James Hahn,96,47.4,37,78,-8.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T98,T102,Shane Lowry,52,47.4,18,38,-6.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T98,T102,Robert Streb,98,47.4,46,97,-13.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T98,T88,Brian Harman,104,47.4,46,97,-18.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T102,T105,Scott Piercy,70,47.2,17,36,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T102,T105,Tyrone Van Aswegen,105,47.2,34,72,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T102,T105,Billy Horschel,88,47.2,34,72,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T102,T105,Smylie Kaufman,76,47.2,25,53,-5.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,106,109,Ian Poulter,72,47.1,24,51,-7.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,107,110,Sebastián Muñoz,51,46.9,15,32,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T108,T111,Brendan Steele,89,46.8,22,47,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T108,T111,J.J. Henry,92,46.8,29,62,-7.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,110,113,Seung-Yul Noh,91,46.5,33,71,-6.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,111,114,Ryan Moore,82,46.2,24,52,-6.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T112,T115,Chris Kirk,89,46.0,29,63,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T112,T115,K.J. Choi,72,46.0,23,50,-9.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,114,120,Michael Thompson,60,45.8,22,48,-7.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T115,T121,Mark Anderson,54,45.7,16,35,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T115,T121,Hudson Swafford,94,45.7,21,46,-6.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T115,T121,Lucas Glover,93,45.7,37,81,-8.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,118,124,Emiliano Grillo,90,45.6,26,57,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T119,T125,John Huh,92,45.5,25,55,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T119,T134,Marc Leishman,94,45.5,30,66,-6.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T119,T125,Johnson Wagner,71,45.5,20,44,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,122,T115,Brooks Koepka,88,45.3,24,53,-7.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T123,T127,Andrew Loupe,55,45.2,14,31,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T123,T127,Steven Bowditch,59,45.2,14,31,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,125,T131,Rickie Fowler,78,45.1,23,51,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,126,129,Patton Kizzire,84,45.0,27,60,-6.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,127,T134,Hideki Matsuyama,83,44.9,22,49,-8.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,128,130,Rod Pampling,71,44.8,30,67,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T129,T118,Kyle Stanley,104,44.7,34,76,-11.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T129,T131,D.A. Points,68,44.7,21,47,-5.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T131,T134,Carl Pettersson,63,44.4,24,54,-5.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T131,T134,Ryan Armour,63,44.4,8,18,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,133,138,Kyle Reifers,96,44.3,35,79,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,134,139,C.T. Pan,88,44.0,22,50,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T135,T140,Kevin Na,86,43.8,21,48,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T135,T140,Nick Taylor,97,43.8,35,80,-5.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T137,T118,Patrick Cantlay,52,43.6,17,39,-8.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T137,T142,Ernie Els,52,43.6,17,39,E
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,139,144,Scott Stallings,81,43.4,33,76,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,140,145,Ken Duke,77,43.3,26,60,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T141,T146,Julián Etulain,68,42.9,15,35,-7.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T141,T146,Roberto Castro,70,42.9,15,35,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T141,T146,Boo Weekley,75,42.9,18,42,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,144,149,Jamie Lovemark,98,42.6,26,61,-6.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T145,T150,Bubba Watson,71,42.5,17,40,-8.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T145,T150,Alex Cejka,85,42.5,17,40,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,147,152,Mackenzie Hughes,106,42.4,39,92,-6.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T148,T153,Branden Grace,70,42.3,11,26,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T148,T153,Bryson DeChambeau,91,42.3,22,52,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T148,T153,Camilo Villegas,76,42.3,22,52,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T151,T157,Jonathan Randolph,68,42.1,16,38,E
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T151,T157,Patrick Rodgers,76,42.1,24,57,-7.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T153,T159,Peter Malnati,91,41.9,26,62,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T153,T142,Jhonattan Vegas,95,41.9,26,62,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T153,T159,Brad Fritsch,56,41.9,18,43,-5.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,156,T153,Kevin Kisner,105,41.8,23,55,-5.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,157,162,Ricky Barnes,100,41.5,34,82,-11.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,158,161,Pat Perez,93,41.3,26,63,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,159,174,Kevin Chappell,95,41.2,21,51,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,160,163,Steven Alker,69,41.0,16,39,E
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,161,164,Grayson Murray,94,40.9,36,88,-10.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,162,165,Spencer Levin,89,40.7,22,54,E
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,163,T167,Daniel Berger,91,40.3,25,62,-9.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T164,T167,Tim Wilkinson,64,40.0,10,25,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T164,T167,Robert Garrigus,78,40.0,16,40,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,166,170,Zach Johnson,81,39.7,25,63,-10.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,167,171,Graham DeLaet,82,39.3,22,56,E
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,168,172,Jason Bohn,75,39.2,20,51,-8.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,169,173,Jim Furyk,54,39.1,9,23,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,170,175,Søren Kjeldsen,58,38.5,10,26,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,171,166,Justin Thomas,86,38.1,16,42,-6.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,172,176,Brian Stuard,93,37.8,17,45,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,173,177,Miguel Angel Carballo,63,37.5,12,32,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T174,T178,Jason Dufner,89,37.2,16,43,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T174,T178,Ryo Ishikawa,56,37.2,16,43,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,176,180,Tom Hoge,54,37.1,13,35,-5.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,177,181,Chad Campbell,97,37.0,20,54,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,178,182,Jimmy Walker,68,36.8,14,38,+2.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,179,183,Rory Sabbatini,71,36.4,16,44,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,180,184,Trey Mullinax,88,36.2,17,47,-6.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,181,185,Kelly Kraft,75,36.1,22,61,-8.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,182,186,Tag Ridings,67,35.9,14,39,-7.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,183,187,Phil Mickelson,85,33.3,22,66,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,184,188,J.B. Holmes,83,31.4,16,51,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,185,189,Steve Wheatcroft,51,30.8,12,39,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T186,T190,Brett Stegmaier,78,29.8,17,57,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,T186,T190,Dominic Bozzelli,69,29.8,14,47,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,188,192,Nicholas Lindheim,58,29.3,12,41,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,189,193,Rafa Cabrera Bello,63,25.0,9,36,+1.00
GIR_Pct._-_Fairway_Bunker,02434,t060,2017,190,194,Graeme McDowell,56,24.1,7,29,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,1,1,Shawn Stefani,72,68.8,33,48,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,2,2,Richy Werenski,81,67.5,27,40,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,3,4,Adam Scott,58,64.9,24,37,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,4,3,Stewart Cink,93,64.8,57,88,-16.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,5,5,Martin Flores,88,63.3,38,60,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,6,6,Harris English,84,63.2,36,57,-6.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,7,7,Bill Haas,92,62.1,41,66,-10.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,8,28,Sergio Garcia,61,60.6,20,33,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,9,8,Chez Reavie,98,59.7,37,62,-5.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,10,9,Cameron Percy,71,59.2,29,49,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,11,11,Cameron Tringale,89,58.5,31,53,+2.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,T12,T13,Brandon Hagy,85,58.0,29,50,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,T12,T13,Matt Every,76,58.0,40,69,-12.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,14,12,Bud Cauley,92,57.9,44,76,-12.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,15,16,David Hearn,93,57.6,34,59,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,16,15,Dustin Johnson,73,57.5,23,40,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,T17,17,Blayne Barber,77,57.4,31,54,+1.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,T17,10,Sung Kang,104,57.4,39,68,-10.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,19,T18,Brian Gay,82,56.9,33,58,-7.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,20,20,Gonzalo Fernandez-Castaño,63,56.8,21,37,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,T21,T21,Sam Saunders,76,56.6,30,53,-6.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,T21,T21,Mark Hubbard,81,56.6,30,53,-5.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,23,24,Bobby Wyatt,49,56.3,18,32,+1.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,T24,23,Francesco Molinari,75,56.0,28,50,-6.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,T24,25,Fabián Gómez,61,56.0,28,50,-5.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,26,42,Justin Rose,62,55.6,25,45,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,27,27,Chad Collins,66,55.3,21,38,-5.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,28,T33,Russell Henley,95,55.0,33,60,-8.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,29,T18,Webb Simpson,98,54.9,39,71,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,T30,T29,Chris Stroud,67,54.8,17,31,-6.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,T30,T29,Seamus Power,86,54.8,34,62,-9.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,T32,T31,Matt Jones,64,54.7,29,53,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,T32,26,Ollie Schniederjans,92,54.7,41,75,-5.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,34,40,Sean O'Hair,84,54.5,42,77,-9.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,T35,T35,Aaron Baddeley,61,54.3,25,46,-6.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,T35,T35,Vijay Singh,48,54.3,19,35,+3.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,T35,T69,Charl Schwartzel,63,54.3,25,46,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,T38,T37,Nick Watney,75,54.2,39,72,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,T38,T45,Charley Hoffman,108,54.2,45,83,-6.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,T38,T37,Bryce Molder,74,54.2,32,59,-9.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,41,T37,Jordan Spieth,81,54.0,34,63,-9.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,42,41,Adam Hadwin,94,53.7,36,67,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,43,T31,Cameron Smith,86,53.5,38,71,-7.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,44,T33,Paul Casey,90,53.3,32,60,-9.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,T45,43,Louis Oosthuizen,69,53.2,25,47,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,T45,44,Jonas Blixt,74,53.2,25,47,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,47,T52,Scott Brown,95,53.0,35,66,-6.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,48,T47,William McGirt,89,52.9,36,68,-7.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,49,T47,Jason Day,67,52.8,19,36,-5.00
GIR_Pct._-_Fairway_Bunker,02434,t028,2017,50,49,J.J. Spaun,92,52.7,29,55,-6.00
